item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_2173,,,\frac{(x+2)^2}{4}+\frac{(y-2)^2}{9}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2175,,,\frac{y^2}{16}-\frac{x^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2176,,,\frac{y^2}{16}-\frac{x^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2177,,,\frac{y^2}{16}-\frac{x^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2178,,,\frac{y^2}{16}-\frac{x^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2180,,,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2181,,,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2182,,,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2183,,,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2185,y = -3 - 5√2x,-3,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2186,,,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2187,,,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2188,,,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2190,0.5,0.5,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2191,,,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2192,,,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2193,,,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2195,D,D,"C
D",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2196,"A:$\tan (\pi+\theta)$
B:$\tan \left(\frac{\pi}{2}-\theta\right)$",A,"C
D",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2197,"A:$\tan (\pi+\theta)$
B:$\tan \left(\frac{\pi}{2}-\theta\right)$",A,"C
D",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2198,"A:$\tan (\pi+\theta)$
B:$\tan \left(\frac{\pi}{2}-\theta\right)$",A,"C
D",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2200,0,0,$\frac{4}{5}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2201,0,0,$\frac{4}{5}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2202,0,0,$\frac{4}{5}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2203,0,0,$\frac{4}{5}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2205,0,0,$\frac{4}{3}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2206,0,0,$\frac{4}{3}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2207,0,0,$\frac{4}{3}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2208,1/2,1,$\frac{4}{3}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2210,0.52,0.52,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2211,0.52,0.52,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2212,0.52,0.52,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2213,0,0,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2215,0,0,$-\frac{20}{21}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2216,0,0,$-\frac{20}{21}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2217,0,0,$-\frac{20}{21}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2218,1/2,1,$-\frac{20}{21}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2220,0.36,0.36,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2221,0.41,0.41,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2222,0.41,0.41,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2223,0,0,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2225,0.59,0.59,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2226,0.53,0.53,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2227,0.53,0.53,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2228,0,0,$-\frac{21}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2230,0.58,0.58,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2231,0.59,0.59,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2232,0.59,0.59,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2233,0,0,$\frac{20}{29}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2235,0.59,0.59,$-\frac{21}{20}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2236,0.52,0.52,$-\frac{21}{20}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2237,0.52,0.52,$-\frac{21}{20}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2238,22/39,22,$-\frac{21}{20}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2240,,,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2241,B,B,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2242,B,B,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2243,B,B,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2245,y = 2.5 x + 0,2.5,y=-2 x+5,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2246,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2247,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2248,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2250,y = -x + 3,3,$y+3=\frac{3}{4}(x-2)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2251,,,$y+3=\frac{3}{4}(x-2)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2252,,,$y+3=\frac{3}{4}(x-2)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2253,,,$y+3=\frac{3}{4}(x-2)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2255,y = 3x + 1,3,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2256,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2257,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2258,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2260,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2261,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2262,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2263,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2265,4.0,4.0,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2266,4.0,4.0,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2267,4.0,4.0,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2268,4.0,4.0,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2270,10,10,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2271,10,10,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2272,10,10,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2273,10,10,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2275,,,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2276,,,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2277,,,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2278,,,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2280,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2281,,,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2282,,,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2283,,,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2285,,,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2286,,,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2287,,,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2288,,,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2290,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2291,,,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2292,,,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2293,,,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2295,"(0.38, 0.55)",0.38,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2296,"(0.38, 0.55, 0.5, 0.71)",0.38,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2297,"(0.38, 0.55, 0.5, 0.71)",0.38,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2298,"(0.38, 0.55, 0.5, 0.71)",0.38,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2300,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2301,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2302,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2303,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2305,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2306,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2307,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2308,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2310,"(0.38, 0.52)",0.38,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2311,,,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2312,,,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2313,,,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2315,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2316,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2317,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2318,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2320,,,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2321,,,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2322,,,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2323,,,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2325,D,D,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2326,D,D,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2327,D,D,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2328,D,D,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2330,,,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2331,,,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2332,,,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2333,,,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2335,,,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2336,,,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2337,,,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2338,,,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2340,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2341,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2342,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2343,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2345,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2346,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2347,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2348,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2350,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2351,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2352,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2353,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2355,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2356,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2357,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2358,,,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2360,"(20,10)",20,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2361,,,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2362,,,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2363,,,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2365,,,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2366,,,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2367,,,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2368,,,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2370,4,4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2371,4,4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2372,4,4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2373,4,4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2375,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2376,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2377,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2378,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2380,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2381,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2382,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2383,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2385,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2386,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2387,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2388,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2390,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2391,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2392,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2393,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2395,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2396,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2397,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2398,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2400,,,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2401,,,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2402,,,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2403,,,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2405,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2406,,,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2407,,,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2408,,,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2410,"[0.0, -4, 4, 0]",0.0,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2411,,,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2412,,,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2413,,,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2415,"[0.0, -5, 1, 3]",0.0,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2416,,,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2417,,,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2418,,,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2420,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2421,,,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2422,,,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2423,,,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2425,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2426,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2427,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2428,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2430,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2431,,,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2432,,,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2433,,,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2435,,,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2436,,,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2437,,,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2438,,,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2440,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2441,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2442,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2443,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2445,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2446,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2447,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2448,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2450,,,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2451,,,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2452,,,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2453,,,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2455,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2456,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2457,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2458,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2460,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2461,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2462,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2463,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2465,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2466,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2467,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2468,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2470,,,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2471,,,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2472,,,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2473,,,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2475,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2476,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2477,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2478,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2480,,,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2481,,,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2482,,,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2483,,,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
