item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_1775,10.0,10.0,18.05,21.66,I+T
mv_1776,0.5,0.5,18.05,21.66,I+T
mv_1777,0.5,0.5,18.05,21.66,I+T
mv_1778,0.5,0.5,18.05,21.66,I+T
mv_1780,35,35,35掳,nan,I+T
mv_1781,35,35,35掳,nan,I+T
mv_1782,35,35,35掳,nan,I+T
mv_1783,35,35,35掳,nan,I+T
mv_1785,37,37,24.6,29.52,I+T
mv_1786,37.5,37.5,24.6,29.52,I+T
mv_1787,37.5,37.5,24.6,29.52,I+T
mv_1788,37.5,37.5,24.6,29.52,I+T
mv_1790,0.67,0.67,51.1,61.32,I+T
mv_1791,0.67,0.67,51.1,61.32,I+T
mv_1792,0.67,0.67,51.1,61.32,I+T
mv_1793,0.67,0.67,51.1,61.32,I+T
mv_1795,25,25,6.3,7.56,I+T
mv_1796,0.73,0.73,6.3,7.56,I+T
mv_1797,0.73,0.73,6.3,7.56,I+T
mv_1798,0.73,0.73,6.3,7.56,I+T
mv_1800,10,10,9,11.0,I+T
mv_1801,22,22,9,11.0,I+T
mv_1802,22,22,9,11.0,I+T
mv_1803,22.5,22.5,9,11.0,I+T
mv_1805,12,12,229,275.0,I+T
mv_1806,3,3,229,275.0,I+T
mv_1807,3,3,229,275.0,I+T
mv_1808,3,3,229,275.0,I+T
mv_1810,12.5,12.5,21.6,25.92,I+T
mv_1811,21.5,21.5,21.6,25.92,I+T
mv_1812,21.5,21.5,21.6,25.92,I+T
mv_1813,2.1,2.1,21.6,25.92,I+T
mv_1815,65.9,65.9,74.85,89.82,I+T
mv_1816,35.0,35.0,74.85,89.82,I+T
mv_1817,6.5,6.5,74.85,89.82,I+T
mv_1818,35.0,35.0,74.85,89.82,I+T
mv_1820,2.34,2.34,23.9,28.68,I+T
mv_1821,23.45,23.45,23.9,28.68,I+T
mv_1822,23.45,23.45,23.9,28.68,I+T
mv_1823,23.45,23.45,23.9,28.68,I+T
mv_1825,34,34,4.6 m,nan,I+T
mv_1826,27.0,27.0,4.6 m,nan,I+T
mv_1827,27.0,27.0,4.6 m,nan,I+T
mv_1828,27.1m,27.1m,4.6 m,nan,I+T
mv_1830,10.6,10.6,4.4,5.28,I+T
mv_1831,10.6,10.6,4.4,5.28,I+T
mv_1832,10.6,10.6,4.4,5.28,I+T
mv_1833,10.6,10.6,4.4,5.28,I+T
mv_1835,37,37,777,932.0,I+T
mv_1836,100,100,777,932.0,I+T
mv_1837,100,100,777,932.0,I+T
mv_1838,100,100,777,932.0,I+T
mv_1840,3,3,1,3.0,I+T
mv_1841,60,60,1,3.0,I+T
mv_1842,60,60,1,3.0,I+T
mv_1843,60,60,1,3.0,I+T
mv_1845,45,45,45^\circ,nan,I+T
mv_1846,45,45,45^\circ,nan,I+T
mv_1847,45,45,45^\circ,nan,I+T
mv_1848,45,45,45^\circ,nan,I+T
mv_1850,w = 11,11,22,26.0,I+T
mv_1851,1.5,1.5,22,26.0,I+T
mv_1852,1.5,1.5,22,26.0,I+T
mv_1853,1.5,1.5,22,26.0,I+T
mv_1855,120,120,60^\circ,nan,I+T
mv_1856,120,120,60^\circ,nan,I+T
mv_1857,120,120,60^\circ,nan,I+T
mv_1858,120,120,60^\circ,nan,I+T
mv_1860,10,10,17,20.0,I+T
mv_1861,30,30,17,20.0,I+T
mv_1862,30,30,17,20.0,I+T
mv_1863,30%,30,17,20.0,I+T
mv_1865,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1866,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1867,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1868,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1870,x = 4*sqrt(3),4,4\sqrt{6},nan,I+T
mv_1871,45,45,4\sqrt{6},nan,I+T
mv_1872,45,45,4\sqrt{6},nan,I+T
mv_1873,45,45,4\sqrt{6},nan,I+T
mv_1875,0.63,0.63,4\sqrt{3},nan,I+T
mv_1876,45,45,4\sqrt{3},nan,I+T
mv_1877,45,45,4\sqrt{3},nan,I+T
mv_1878,0.5,0.5,4\sqrt{3},nan,I+T
mv_1880,6,6,\frac{9\sqrt{3}}{2},nan,I+T
mv_1881,9,9,\frac{9\sqrt{3}}{2},nan,I+T
mv_1882,9,9,\frac{9\sqrt{3}}{2},nan,I+T
mv_1883,9,9,\frac{9\sqrt{3}}{2},nan,I+T
mv_1885,5,5,4\sqrt{5},nan,I+T
mv_1886,5,5,4\sqrt{5},nan,I+T
mv_1887,5,5,4\sqrt{5},nan,I+T
mv_1888,1.5,1.5,4\sqrt{5},nan,I+T
mv_1890,0.5,0.5,4+4\sqrt{3},nan,I+T
mv_1891,1.5,1.5,4+4\sqrt{3},nan,I+T
mv_1892,1.5,1.5,4+4\sqrt{3},nan,I+T
mv_1893,0.0,0.0,4+4\sqrt{3},nan,I+T
mv_1895,1.4142,1.4142,1,3.0,I+T
mv_1896,60,60,1,3.0,I+T
mv_1897,60,60,1,3.0,I+T
mv_1898,60,60,1,3.0,I+T
mv_1900,1.4142,1.4142,22,26.0,I+T
mv_1901,1.5,1.5,22,26.0,I+T
mv_1902,1.5,1.5,22,26.0,I+T
mv_1903,0.5,0.5,22,26.0,I+T
mv_1905,120,120,60^\circ,nan,I+T
mv_1906,12,12,60^\circ,nan,I+T
mv_1907,12,12,60^\circ,nan,I+T
mv_1908,12,12,60^\circ,nan,I+T
mv_1910,1.4142,1.4142,2,4.0,I+T
mv_1911,30,30,2,4.0,I+T
mv_1912,30,30,2,4.0,I+T
mv_1913,30,30,2,4.0,I+T
mv_1915,30,30,17,20.0,I+T
mv_1916,300,300,17,20.0,I+T
mv_1917,300,300,17,20.0,I+T
mv_1918,30,30,17,20.0,I+T
mv_1920,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1921,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1922,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1923,30,30,\frac{\sqrt{30}}{2},nan,I+T
mv_1925,2,2,4\sqrt{6},nan,I+T
mv_1926,45,45,4\sqrt{6},nan,I+T
mv_1927,45,45,4\sqrt{6},nan,I+T
mv_1928,45,45,4\sqrt{6},nan,I+T
mv_1930,28.87 cm,28.87 cm,Circumference $=50.27 \mathrm{~cm}$,nan,I+T
mv_1931,18.0,18.0,Circumference $=50.27 \mathrm{~cm}$,nan,I+T
mv_1932,18.0,18.0,Circumference $=50.27 \mathrm{~cm}$,nan,I+T
mv_1933,18.0,18.0,Circumference $=50.27 \mathrm{~cm}$,nan,I+T
mv_1935,51.4 cm,51.4 cm,Circumference $=113.1 \mathrm{~cm}$,nan,I+T
mv_1936,18.5 cm,18.5 cm,Circumference $=113.1 \mathrm{~cm}$,nan,I+T
mv_1937,18.5 cm,18.5 cm,Circumference $=113.1 \mathrm{~cm}$,nan,I+T
mv_1938,18.5 cm,18.5 cm,Circumference $=113.1 \mathrm{~cm}$,nan,I+T
mv_1940,11.59,11.59,$C=40.84 \mathrm{~cm}$,nan,I+T
mv_1941,13.09,13.09,$C=40.84 \mathrm{~cm}$,nan,I+T
mv_1942,13.09,13.09,$C=40.84 \mathrm{~cm}$,nan,I+T
mv_1943,13.09,13.09,$C=40.84 \mathrm{~cm}$,nan,I+T
mv_1945,1.44,1.44,$$r=7.00$$,nan,I+T
mv_1946,44 cm,44 cm,$$r=7.00$$,nan,I+T
mv_1947,44 cm,44 cm,$$r=7.00$$,nan,I+T
mv_1948,44 cm,44 cm,$$r=7.00$$,nan,I+T
mv_1950,42,42,$D=13.37$,nan,I+T
mv_1951,42,42,$D=13.37$,nan,I+T
mv_1952,42,42,$D=13.37$,nan,I+T
mv_1953,42,42,$D=13.37$,nan,I+T
mv_1955,10.0,10.0,Perimeter $=35.7 \mathrm{~mm}$,nan,I+T
mv_1956,10.0,10.0,Perimeter $=35.7 \mathrm{~mm}$,nan,I+T
mv_1957,10.0,10.0,Perimeter $=35.7 \mathrm{~mm}$,nan,I+T
mv_1958,10.0,10.0,Perimeter $=35.7 \mathrm{~mm}$,nan,I+T
mv_1960,0.00,0.00,Area $=113.1 \mathrm{~cm}^{2}$,nan,I+T
mv_1961,1.0,1.0,Area $=113.1 \mathrm{~cm}^{2}$,nan,I+T
mv_1962,1.0,1.0,Area $=113.1 \mathrm{~cm}^{2}$,nan,I+T
mv_1963,1.0,1.0,Area $=113.1 \mathrm{~cm}^{2}$,nan,I+T
mv_1965,0.00,0.00,Area $=9.4 \mathrm{~cm}^{2}$,nan,I+T
mv_1966,0.0,0.0,Area $=9.4 \mathrm{~cm}^{2}$,nan,I+T
mv_1967,0.0,0.0,Area $=9.4 \mathrm{~cm}^{2}$,nan,I+T
mv_1968,0.0,0.0,Area $=9.4 \mathrm{~cm}^{2}$,nan,I+T
mv_1970,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area $=9 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1971,3.1415926535897932384626433832795028841971693993751058209749445,3.1415926535897932384626433832795028841971693993751058209749445,Area $=9 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1972,3.1415926535897932384626433832795028848954937519541059973741897,3.1415926535897932384626433832795028848954937519541059973741897,Area $=9 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1973,3.1415926535897932384626433832795028841971693993751058209749445,3.1415926535897932384626433832795028841971693993751058209749445,Area $=9 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1975,10.999999999999999999999999999999999999999999999999999999999999,10.999999999999999999999999999999999999999999999999999999999999,Area $=121 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1976,11.1 cm,11.1 cm,Area $=121 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1977,11.25,11.25,Area $=121 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1978,11.1 cm,11.1 cm,Area $=121 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1980,7853.43,7853.43,Area $=2500 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1981,50,50,Area $=2500 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1982,50,50,Area $=2500 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1983,50,50,Area $=2500 \pi \mathrm{cm}^{2}$,nan,I+T
mv_1985,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area $=\frac{\pi}{25} \mathrm{~cm}^{2}$,nan,I+T
mv_1986,1.0,1.0,Area $=\frac{\pi}{25} \mathrm{~cm}^{2}$,nan,I+T
mv_1987,1.0,1.0,Area $=\frac{\pi}{25} \mathrm{~cm}^{2}$,nan,I+T
mv_1988,1.0,1.0,Area $=\frac{\pi}{25} \mathrm{~cm}^{2}$,nan,I+T
mv_1990,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area $=\frac{25 \pi}{4} \mathrm{~mm}^{2}$,nan,I+T
mv_1991,5.0,5.0,Area $=\frac{25 \pi}{4} \mathrm{~mm}^{2}$,nan,I+T
mv_1992,5.0,5.0,Area $=\frac{25 \pi}{4} \mathrm{~mm}^{2}$,nan,I+T
mv_1993,5.0,5.0,Area $=\frac{25 \pi}{4} \mathrm{~mm}^{2}$,nan,I+T
mv_1995,11.0,11.0,Area $=\frac{121 \pi}{4} \mathrm{~m}^{2}$,nan,I+T
mv_1996,0.0,0.0,Area $=\frac{121 \pi}{4} \mathrm{~m}^{2}$,nan,I+T
mv_1997,0.0,0.0,Area $=\frac{121 \pi}{4} \mathrm{~m}^{2}$,nan,I+T
mv_1998,0.0,0.0,Area $=\frac{121 \pi}{4} \mathrm{~m}^{2}$,nan,I+T
mv_2000,0.75,0.75,Area $=\frac{147 \pi}{4} \mathrm{~cm}^{2}$,nan,I+T
mv_2001,1.49,1.49,Area $=\frac{147 \pi}{4} \mathrm{~cm}^{2}$,nan,I+T
mv_2002,1.49,1.49,Area $=\frac{147 \pi}{4} \mathrm{~cm}^{2}$,nan,I+T
mv_2003,1.49,1.49,Area $=\frac{147 \pi}{4} \mathrm{~cm}^{2}$,nan,I+T
mv_2005,52.72 cm^2,52.72 cm,Area $=347.4248 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2006,5.27,5.27,Area $=347.4248 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2007,5.27,5.27,Area $=347.4248 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2008,5.27,5.27,Area $=347.4248 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2010,0.59,0.59,Area $=\frac{338 \pi}{3} \mathrm{~mm}^{2}$,nan,I+T
mv_2011,0.667,0.667,Area $=\frac{338 \pi}{3} \mathrm{~mm}^{2}$,nan,I+T
mv_2012,0.667,0.667,Area $=\frac{338 \pi}{3} \mathrm{~mm}^{2}$,nan,I+T
mv_2013,0.667,0.667,Area $=\frac{338 \pi}{3} \mathrm{~mm}^{2}$,nan,I+T
mv_2015,0.000,0.000,7298.6737 \mathrm{~mm}^{2},nan,I+T
mv_2016,0.000,0.000,7298.6737 \mathrm{~mm}^{2},nan,I+T
mv_2017,0.000,0.000,7298.6737 \mathrm{~mm}^{2},nan,I+T
mv_2018,0.000,0.000,7298.6737 \mathrm{~mm}^{2},nan,I+T
mv_2020,0.01,0.01,Area $=1115.94 \mathrm{~cm}^{2}$,nan,I+T
mv_2021,0.00,0.00,Area $=1115.94 \mathrm{~cm}^{2}$,nan,I+T
mv_2022,0.00,0.00,Area $=1115.94 \mathrm{~cm}^{2}$,nan,I+T
mv_2023,0.00,0.00,Area $=1115.94 \mathrm{~cm}^{2}$,nan,I+T
mv_2025,0.00,0.00,Area $=3426.49 \mathrm{~m}^{2}$,nan,I+T
mv_2026,0.00,0.00,Area $=3426.49 \mathrm{~m}^{2}$,nan,I+T
mv_2027,0.00,0.00,Area $=3426.49 \mathrm{~m}^{2}$,nan,I+T
mv_2028,0.00,0.00,Area $=3426.49 \mathrm{~m}^{2}$,nan,I+T
mv_2030,20.8,20.8,Perimeter $=18.8 \mathrm{~cm}$,nan,I+T
mv_2031,1.0,1.0,Perimeter $=18.8 \mathrm{~cm}$,nan,I+T
mv_2032,1.0,1.0,Perimeter $=18.8 \mathrm{~cm}$,nan,I+T
mv_2033,1.0,1.0,Perimeter $=18.8 \mathrm{~cm}$,nan,I+T
mv_2035,10.0,10.0,Perimeter $=18.89 \mathrm{~cm}$,nan,I+T
mv_2036,100,100,Perimeter $=18.89 \mathrm{~cm}$,nan,I+T
mv_2037,100,100,Perimeter $=18.89 \mathrm{~cm}$,nan,I+T
mv_2038,100,100,Perimeter $=18.89 \mathrm{~cm}$,nan,I+T
mv_2040,16.0,16.0,Perimeter $=60.68 \mathrm{~cm}$,nan,I+T
mv_2041,1.0,1.0,Perimeter $=60.68 \mathrm{~cm}$,nan,I+T
mv_2042,1.0,1.0,Perimeter $=60.68 \mathrm{~cm}$,nan,I+T
mv_2043,1.0,1.0,Perimeter $=60.68 \mathrm{~cm}$,nan,I+T
mv_2045,160.2,160.2,Perimeter $=492.14 \mathrm{~mm}$,nan,I+T
mv_2046,100.0,100.0,Perimeter $=492.14 \mathrm{~mm}$,nan,I+T
mv_2047,100.0,100.0,Perimeter $=492.14 \mathrm{~mm}$,nan,I+T
mv_2048,100.0,100.0,Perimeter $=492.14 \mathrm{~mm}$,nan,I+T
mv_2050,10.0,10.0,Perimeter $=257.73 \mathrm{~m}$,nan,I+T
mv_2051,1.57,1.57,Perimeter $=257.73 \mathrm{~m}$,nan,I+T
mv_2052,1.57,1.57,Perimeter $=257.73 \mathrm{~m}$,nan,I+T
mv_2053,1.57,1.57,Perimeter $=257.73 \mathrm{~m}$,nan,I+T
mv_2055,6.3 mm,6.3 m,Area $=70.69 \mathrm{~mm}^{2}$,nan,I+T
mv_2056,6.3 mm,6.3 m,Area $=70.69 \mathrm{~mm}^{2}$,nan,I+T
mv_2057,6.3 mm,6.3 m,Area $=70.69 \mathrm{~mm}^{2}$,nan,I+T
mv_2058,6.3 mm,6.3 m,Area $=70.69 \mathrm{~mm}^{2}$,nan,I+T
mv_2060,27.0,27.0,$r=24.4$,nan,I+T
mv_2061,20,20,$r=24.4$,nan,I+T
mv_2062,20,20,$r=24.4$,nan,I+T
mv_2063,20,20,$r=24.4$,nan,I+T
mv_2065,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area $=73.52\mathrm{~cm}^{2}$,nan,I+T
mv_2066,0.00,0.00,Area $=73.52\mathrm{~cm}^{2}$,nan,I+T
mv_2067,0.00,0.00,Area $=73.52\mathrm{~cm}^{2}$,nan,I+T
mv_2068,0.00,0.00,Area $=73.52\mathrm{~cm}^{2}$,nan,I+T
mv_2070,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area $=315.4 \mathrm{~m}^{2}$,nan,I+T
mv_2071,0.00,0.00,Area $=315.4 \mathrm{~m}^{2}$,nan,I+T
mv_2072,0.00,0.00,Area $=315.4 \mathrm{~m}^{2}$,nan,I+T
mv_2073,0.00,0.00,Area $=315.4 \mathrm{~m}^{2}$,nan,I+T
mv_2075,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area of sector $=6 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2076,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area of sector $=6 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2077,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,Area of sector $=6 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2078,0.56,0.56,Area of sector $=6 \pi \mathrm{cm}^{2}$,nan,I+T
mv_2080,28 cm,28 cm,Perimeter $=94 \mathrm{~cm}$,nan,I+T
mv_2081,28 cm,28 cm,Perimeter $=94 \mathrm{~cm}$,nan,I+T
mv_2082,28 cm,28 cm,Perimeter $=94 \mathrm{~cm}$,nan,I+T
mv_2083,28 cm,28 cm,Perimeter $=94 \mathrm{~cm}$,nan,I+T
mv_2085,19,19,Perimeter $=74 \mathrm{~mm}$,nan,I+T
mv_2086,19.5,19.5,Perimeter $=74 \mathrm{~mm}$,nan,I+T
mv_2087,19,19,Perimeter $=74 \mathrm{~mm}$,nan,I+T
mv_2088,19.5,19.5,Perimeter $=74 \mathrm{~mm}$,nan,I+T
mv_2090,28,28,Perimeter $=28 \mathrm{~mm}$,nan,I+T
mv_2091,28,28,Perimeter $=28 \mathrm{~mm}$,nan,I+T
mv_2092,28,28,Perimeter $=28 \mathrm{~mm}$,nan,I+T
mv_2093,28,28,Perimeter $=28 \mathrm{~mm}$,nan,I+T
mv_2095,10 cm,10 cm,$5=s$,nan,I+T
mv_2096,10 cm,10 cm,$5=s$,nan,I+T
mv_2097,10 cm,10 cm,$5=s$,nan,I+T
mv_2098,10 cm,10 cm,$5=s$,nan,I+T
mv_2100,6096,6096,96,115.0,I+T
mv_2101,690,690,96,115.0,I+T
mv_2102,690,690,96,115.0,I+T
mv_2103,690,690,96,115.0,I+T
mv_2105,6096,6096,36,43.0,I+T
mv_2106,6096,6096,36,43.0,I+T
mv_2107,6096,6096,36,43.0,I+T
mv_2108,6096,6096,36,43.0,I+T
mv_2110,10170,10170,3799 km,nan,I+T
mv_2111,100000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000,3799 km,nan,I+T
mv_2112,100000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000,3799 km,nan,I+T
mv_2113,100000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000,3799 km,nan,I+T
mv_2115,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,60.21 \mathrm{m}^2,nan,I+T
mv_2116,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,60.21 \mathrm{m}^2,nan,I+T
mv_2117,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,60.21 \mathrm{m}^2,nan,I+T
mv_2118,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,60.21 \mathrm{m}^2,nan,I+T
mv_2120,0.0000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000000000000,1389.32 \mathrm{m}^2,nan,I+T
mv_2121,0.01,0.01,1389.32 \mathrm{m}^2,nan,I+T
mv_2122,0.01,0.01,1389.32 \mathrm{m}^2,nan,I+T
mv_2123,0.01,0.01,1389.32 \mathrm{m}^2,nan,I+T
mv_2125,550,550,729,875.0,I+T
mv_2126,550,550,729,875.0,I+T
mv_2127,550,550,729,875.0,I+T
mv_2128,550,550,729,875.0,I+T
mv_2130,W,W,N 34° W,nan,I+T
mv_2131,W,W,N 34° W,nan,I+T
mv_2132,W,W,N 34° W,nan,I+T
mv_2133,W,W,N 34° W,nan,I+T
mv_2135,14π,14,\frac{1225\pi }{2} \text { units }^2,nan,I+T
mv_2136,14π,14,\frac{1225\pi }{2} \text { units }^2,nan,I+T
mv_2137,14\pi,14,\frac{1225\pi }{2} \text { units }^2,nan,I+T
mv_2138,14π,14,\frac{1225\pi }{2} \text { units }^2,nan,I+T
mv_2140,B,B,False,nan,I+T
mv_2141,B,B,False,nan,I+T
mv_2142,B,B,False,nan,I+T
mv_2143,B,B,False,nan,I+T
mv_2145,B,B,False,nan,I+T
mv_2146,B,B,False,nan,I+T
mv_2147,B,B,False,nan,I+T
mv_2148,B,B,False,nan,I+T
mv_2150,11,11,$h=15$,nan,I+T
mv_2151,12,12,$h=15$,nan,I+T
mv_2152,12,12,$h=15$,nan,I+T
mv_2153,12,12,$h=15$,nan,I+T
mv_2155,10.0,10.0,8.246,9.9,I+T
mv_2156,1.5,1.5,8.246,9.9,I+T
mv_2157,1.5,1.5,8.246,9.9,I+T
mv_2158,1.5,1.5,8.246,9.9,I+T
mv_2160,"(2,2)",2,"(2,-2)",nan,I+T
mv_2161,"[0.3, 0.5, 0.4, 0.6] [0.5, 0.5, 0.6, 0.6] [0.7, 0.5, 0.8, 0.6]",0.3,"(2,-2)",nan,I+T
mv_2162,"[0.3, 0.5, 0.4, 0.6] [0.5, 0.5, 0.6, 0.6] [0.7, 0.5, 0.8, 0.6]",0.3,"(2,-2)",nan,I+T
mv_2163,"[0.3, 0.5, 0.4, 0.6] [0.5, 0.5, 0.6, 0.6] [0.7, 0.5, 0.8, 0.6]",0.3,"(2,-2)",nan,I+T
mv_2165,x^2 + y^2 = 16,2,\frac{x^2}{81}+\frac{y^2}{9}=1,nan,I+T
mv_2166,y = -x + 6,6,\frac{x^2}{81}+\frac{y^2}{9}=1,nan,I+T
mv_2167,y = -x + 6,6,\frac{x^2}{81}+\frac{y^2}{9}=1,nan,I+T
mv_2168,y = -x + 6,6,\frac{x^2}{81}+\frac{y^2}{9}=1,nan,I+T
mv_2170,x^2 + y^2 = 4,2,\frac{(x+2)^2}{4}+\frac{(y-2)^2}{9}=1,nan,I+T
mv_2171,x^2 + 5x - 10 = 0,2,\frac{(x+2)^2}{4}+\frac{(y-2)^2}{9}=1,nan,I+T
mv_2172,x^2 + 5x - 10 = 0,2,\frac{(x+2)^2}{4}+\frac{(y-2)^2}{9}=1,nan,I+T
mv_2173,x^2 + 5x - 10 = 0,2,\frac{(x+2)^2}{4}+\frac{(y-2)^2}{9}=1,nan,I+T
mv_2175,y = (4/5)x,4,\frac{y^2}{16}-\frac{x^2}{25}=1,nan,I+T
mv_2176,y = -x^2 + 10x + 10,2,\frac{y^2}{16}-\frac{x^2}{25}=1,nan,I+T
mv_2177,y = x^2 - 4x + 10,2,\frac{y^2}{16}-\frac{x^2}{25}=1,nan,I+T
mv_2178,y = -x^2 + 10x + 10,2,\frac{y^2}{16}-\frac{x^2}{25}=1,nan,I+T
mv_2180,y = -3√2x + 3,-3,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,nan,I+T
mv_2181,y = -x^2 + 2x - 1,2,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,nan,I+T
mv_2182,y = x^2 - 2x + 1,2,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,nan,I+T
mv_2183,y = -x^2 + 2x - 1,2,\frac{y^2}{9}-\frac{(x+1)^2}{9}=1,nan,I+T
mv_2185,y = -3 - 5√2x,-3,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,nan,I+T
mv_2186,y = -x^2 + 2x - 3,2,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,nan,I+T
mv_2187,y = x^2 - 3x + 2,2,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,nan,I+T
mv_2188,y = -x^2 + 2x - 3,2,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,nan,I+T
mv_2190,"[0.4, 0.5, 0.6, 0.82]",0.4,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",nan,I+T
mv_2191,0.5,0.5,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",nan,I+T
mv_2192,0.5,0.5,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",nan,I+T
mv_2193,0.5,0.5,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",nan,I+T
mv_2195,D:$\tan (\pi-\theta)$,D,"C
D",nan,I+T
mv_2196,D:$\tan (\pi-\theta)$,D,"C
D",nan,I+T
mv_2197,D:$\tan (\pi-\theta)$,D,"C
D",nan,I+T
mv_2198,D:$\tan (\pi-\theta)$,D,"C
D",nan,I+T
mv_2200,0.5,0.5,$\frac{4}{5}$,nan,I+T
mv_2201,0.5,0.5,$\frac{4}{5}$,nan,I+T
mv_2202,0.5,0.5,$\frac{4}{5}$,nan,I+T
mv_2203,0.5,0.5,$\frac{4}{5}$,nan,I+T
mv_2205,0.5,0.5,$\frac{4}{3}$,nan,I+T
mv_2206,0.5,0.5,$\frac{4}{3}$,nan,I+T
mv_2207,0.5,0.5,$\frac{4}{3}$,nan,I+T
mv_2208,0.5,0.5,$\frac{4}{3}$,nan,I+T
mv_2210,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2211,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2212,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2213,0.5,0.5,$-\frac{21}{29}$,nan,I+T
mv_2215,0.20,0.20,$-\frac{20}{21}$,nan,I+T
mv_2216,0.57,0.57,$-\frac{20}{21}$,nan,I+T
mv_2217,0.57,0.57,$-\frac{20}{21}$,nan,I+T
mv_2218,0.5,0.5,$-\frac{20}{21}$,nan,I+T
mv_2220,0.29,0.29,$\frac{20}{29}$,nan,I+T
mv_2221,0.29,0.29,$\frac{20}{29}$,nan,I+T
mv_2222,0.29,0.29,$\frac{20}{29}$,nan,I+T
mv_2223,0.5,0.5,$\frac{20}{29}$,nan,I+T
mv_2225,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2226,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2227,0.52,0.52,$-\frac{21}{29}$,nan,I+T
mv_2228,0.5,0.5,$-\frac{21}{29}$,nan,I+T
mv_2230,0.59,0.59,$\frac{20}{29}$,nan,I+T
mv_2231,0.59,0.59,$\frac{20}{29}$,nan,I+T
mv_2232,0.59,0.59,$\frac{20}{29}$,nan,I+T
mv_2233,0.5,0.5,$\frac{20}{29}$,nan,I+T
mv_2235,0.57,0.57,$-\frac{21}{20}$,nan,I+T
