item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_2255,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2256,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2257,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2258,,,$y-3=\frac{2}{3}(x-8)$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2260,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2261,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2262,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2263,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2265,2,2,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2266,2,2,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2267,2,2,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2268,2,2,2,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2270,D,D,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2271,D,D,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2272,D,D,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2273,D,D,8,10.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2275,C,C,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2276,C,C,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2277,C,C,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2278,C,C,$x^{2}+y^{2}=49$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2280,(x-1)^2+(y-3)^2=36,-1,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2281,C,C,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2282,C,C,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2283,C,C,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2285,D,D,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2286,C,C,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2287,C,C,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2288,C,C,$\frac{-2 \sqrt{13}}{13}$,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2290,5,5,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2291,5,5,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2292,5,5,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2293,5,5,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2295,"(0, 0)",0,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2296,"(0, 0)",0,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2297,"(0, 0)",0,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2298,"(0, 0)",0,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2300,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2301,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2302,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2303,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2305,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2306,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2307,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2308,7,7,6,7.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2310,"(0, 0)",0,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2311,"(5, 5)",5,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2312,"(5, 5)",5,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2313,"(5, 5)",5,"(-3,-3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2315,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2316,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2317,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2318,4,4,3,4.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2320,,,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2321,C,C,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2322,C,C,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2323,C,C,(x+3)^2+(y+3)^2=9,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2325,A,A,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2326,A,A,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2327,A,A,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2328,A,A,A,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2330,,,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2331,C,C,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2332,C,C,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2333,C,C,x^2+(y+4)^2=4^2,,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2335,,,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2336,A,A,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2337,A,A,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2338,A,A,"(1,3)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2340,"(0,7)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2341,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2342,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2343,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2345,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2346,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2347,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2348,8,8,7,8.0,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2350,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2351,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2352,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2353,,,y=\sqrt{49-x^2},,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2355,"(0,0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2356,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2357,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2358,"(0, 0)",0,"(0,0)",,I+T_perp,,Plane Geometry,Analytic,Geo2D_collected
mv_2360,"(20, 10)",20,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2361,"(20, 10)",20,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2362,"(20, 10)",20,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2363,"(20, 10)",20,"Center $=(20,10)$",,I+T_perp,,Plane Geometry,Applied,Geo2D_collected
mv_2365,,,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2366,C,C,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2367,C,C,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2368,C,C,"(-2,1]",,I+T_perp,,Functions,Expression,Functions_collected
mv_2370,"(-∞, 4)",4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2371,"(-oo, 4)",4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2372,"(-oo, 4)",4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2373,"(-oo, 4)",4,"(-\infty, 4]",,I+T_perp,,Functions,Property,Functions_collected
mv_2375,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2376,A,A,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2377,A,A,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2378,A,A,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2380,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2381,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2382,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2383,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2385,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2386,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2387,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2388,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2390,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2391,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2392,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2393,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2395,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2396,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2397,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2398,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2400,A,A,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2401,"A: (-∞, -3) U (-3, ∞)",A,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2402,"A: (-∞, -3) U (-3, ∞)",A,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2403,"A: (-∞, -3) U (-3, ∞)",A,"domain: [-4, 0) and range: (-3, 1]",,I+T_perp,,Functions,Property,Functions_collected
mv_2405,A,A,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2406,C,C,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2407,C,C,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2408,C,C,"domain: (2,8] and range: [6,8)",,I+T_perp,,Functions,Property,Functions_collected
mv_2410,"[-4, 4]",-4,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2411,"[-5, 5]",-5,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2412,"[-5, 5]",-5,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2413,"[-5, 5]",-5,"domain: [-4,4] and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2415,"[-5, 3]",-5,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2416,"[-5, 3]",-5,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2417,"[-5, 3]",-5,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2418,"[-5, 3]",-5,"domain: [-5,3) and range: [0,2]",,I+T_perp,,Functions,Property,Functions_collected
mv_2420,C,C,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2421,C,C,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2422,C,C,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2423,C,C,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2425,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2426,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2427,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2428,,,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_perp,,Functions,Property,Functions_collected
mv_2430,A,A,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2431,C,C,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2432,C,C,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2433,C,C,"domain: [-3, \infty) and range: [0, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2435,A,A,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2436,A,A,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2437,A,A,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2438,A,A,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_perp,,Functions,Property,Functions_collected
mv_2440,C,C,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2441,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2442,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2443,,,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2445,C,C,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2446,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2447,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2448,,,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_perp,,Functions,Property,Functions_collected
mv_2450,C,C,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2451,C,C,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2452,C,C,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2453,C,C,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2455,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2456,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2457,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2458,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2460,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2461,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2462,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2463,,,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2465,C,C,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2466,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2467,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2468,,,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_perp,,Functions,Expression,Functions_collected
mv_2470,A,A,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2471,D,D,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2472,D,D,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2473,D,D,f(x)=-(x+1)^2+2,,I+T_perp,,Functions,Expression,Functions_collected
mv_2475,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2476,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2477,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2478,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2480,C,C,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2481,C,C,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2482,C,C,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2483,C,C,$-\frac{3}{2}x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2485,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2486,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2487,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2488,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2490,B,B,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2491,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2492,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2493,A,A,A,,I+T_perp,,Functions,Property,Functions_collected
mv_2495,C,C,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",,I+T_perp,,Functions,Property,Functions_collected
mv_2496,C,C,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",,I+T_perp,,Functions,Property,Functions_collected
mv_2497,,,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",,I+T_perp,,Functions,Property,Functions_collected
mv_2498,C,C,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",,I+T_perp,,Functions,Property,Functions_collected
mv_2500,A,A,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2501,,,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2502,,,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2503,,,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",,I+T_perp,,Functions,Property,Functions_collected
mv_2505,C,C,"(-1.8,10)",,I+T_perp,,Functions,Property,Functions_collected
mv_2506,C,C,"(-1.8,10)",,I+T_perp,,Functions,Property,Functions_collected
mv_2507,C,C,"(-1.8,10)",,I+T_perp,,Functions,Property,Functions_collected
mv_2508,C,C,"(-1.8,10)",,I+T_perp,,Functions,Property,Functions_collected
mv_2510,D,D,f(x)=|x-3|,,I+T_perp,,Functions,Expression,Functions_collected
mv_2511,,,f(x)=|x-3|,,I+T_perp,,Functions,Expression,Functions_collected
mv_2512,,,f(x)=|x-3|,,I+T_perp,,Functions,Expression,Functions_collected
mv_2513,,,f(x)=|x-3|,,I+T_perp,,Functions,Expression,Functions_collected
mv_2515,C,C,even,,I+T_perp,,Functions,Property,Functions_collected
mv_2516,,,even,,I+T_perp,,Functions,Property,Functions_collected
mv_2517,,,even,,I+T_perp,,Functions,Property,Functions_collected
mv_2518,,,even,,I+T_perp,,Functions,Property,Functions_collected
mv_2520,C,C,f(x)=\frac{1}{2}|x+2|+1,,I+T_perp,,Functions,Expression,Functions_collected
mv_2521,C,C,f(x)=\frac{1}{2}|x+2|+1,,I+T_perp,,Functions,Expression,Functions_collected
mv_2522,,,f(x)=\frac{1}{2}|x+2|+1,,I+T_perp,,Functions,Expression,Functions_collected
mv_2523,C,C,f(x)=\frac{1}{2}|x+2|+1,,I+T_perp,,Functions,Expression,Functions_collected
mv_2525,C,C,f(x)=-3|x-3|+3,,I+T_perp,,Functions,Expression,Functions_collected
mv_2526,C,C,f(x)=-3|x-3|+3,,I+T_perp,,Functions,Expression,Functions_collected
mv_2527,,,f(x)=-3|x-3|+3,,I+T_perp,,Functions,Expression,Functions_collected
mv_2528,C,C,f(x)=-3|x-3|+3,,I+T_perp,,Functions,Expression,Functions_collected
mv_2530,C,C,B,,I+T_perp,,Functions,Expression,Functions_collected
mv_2531,B,B,B,,I+T_perp,,Functions,Expression,Functions_collected
mv_2532,B,B,B,,I+T_perp,,Functions,Expression,Functions_collected
mv_2533,B,B,B,,I+T_perp,,Functions,Expression,Functions_collected
mv_2535,-4,-4,slope =-4,,I+T_perp,,Functions,Property,Functions_collected
mv_2536,C,C,slope =-4,,I+T_perp,,Functions,Property,Functions_collected
mv_2537,C,C,slope =-4,,I+T_perp,,Functions,Property,Functions_collected
mv_2538,C,C,slope =-4,,I+T_perp,,Functions,Property,Functions_collected
mv_2540,y >= 5,5,$y \leq 5$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2541,C,C,$y \leq 5$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2542,C,C,$y \leq 5$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2543,C,C,$y \leq 5$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2545,C,C,$y \geq-2 x-6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2546,C,C,$y \geq-2 x-6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2547,C,C,$y \geq-2 x-6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2548,C,C,$y \geq-2 x-6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2550,C,C,$y<2 x+6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2551,C,C,$y<2 x+6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2552,C,C,$y<2 x+6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2553,C,C,$y<2 x+6$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2555,C,C,$y>-3 x$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2556,C,C,$y>-3 x$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2557,C,C,$y>-3 x$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2558,C,C,$y>-3 x$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2560,C,C,$y \leq 2 x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2561,C,C,$y \leq 2 x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2562,C,C,$y \leq 2 x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2563,C,C,$y \leq 2 x+3$,,I+T_perp,,Functions,Expression,Functions_collected
mv_2565,C,C,Slope $=\frac{1}{5}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2566,2,2,Slope $=\frac{1}{5}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2567,2,2,Slope $=\frac{1}{5}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2568,2,2,Slope $=\frac{1}{5}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2570,,,Slope $=-\frac{1}{2}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2571,C,C,Slope $=-\frac{1}{2}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2572,C,C,Slope $=-\frac{1}{2}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2573,C,C,Slope $=-\frac{1}{2}$,,I+T_perp,,Functions,Applied,Functions_collected
mv_2575,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2576,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2577,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2578,B,B,B,,I+T_perp,,Functions,Property,Functions_collected
mv_2580,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2581,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2582,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2583,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2585,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2586,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2587,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2588,C,C,(C),,I+T_perp,,Functions,Property,Functions_collected
mv_2590,5,5,4,5.0,I+T_perp,,Functions,Applied,Functions_collected
