item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_2193,0.5,0.5,"$\left(\frac{\sqrt{2}}{2}, \frac{\sqrt{2}}{2}\right)$",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2195,B,B,"C
D",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2196,B,B,"C
D",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2197,B,B,"C
D",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2198,B,B,"C
D",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2200,[NUM],[NUM],$\frac{4}{5}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2201,0.5,0.5,$\frac{4}{5}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2202,0.5,0.5,$\frac{4}{5}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2203,0.5,0.5,$\frac{4}{5}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2205,0.5,0.5,$\frac{4}{3}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2206,0.5,0.5,$\frac{4}{3}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2207,0.5,0.5,$\frac{4}{3}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2208,0.5,0.5,$\frac{4}{3}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2210,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2211,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2212,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2213,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2215,0.5,0.5,$-\frac{20}{21}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2216,0.5,0.5,$-\frac{20}{21}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2217,0.5,0.5,$-\frac{20}{21}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2218,0.5,0.5,$-\frac{20}{21}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2220,[NUM],[NUM],$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2221,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2222,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2223,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2225,[NUM],[NUM],$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2226,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2227,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2228,0.5,0.5,$-\frac{21}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2230,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2231,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2232,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2233,0.5,0.5,$\frac{20}{29}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2235,0.5,0.5,$-\frac{21}{20}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2236,0.5,0.5,$-\frac{21}{20}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2237,0.5,0.5,$-\frac{21}{20}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2238,22/39,22,$-\frac{21}{20}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2240,A,A,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2241,B,B,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2242,B,B,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2243,B,B,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2245,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2246,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2247,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2248,y = 0.5 x + 0.5,0.5,y=-2 x+5,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2250,y = -x + 5,5,$y+3=\frac{3}{4}(x-2)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2251,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2252,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2253,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2255,y = -x + 5,5,$y-3=\frac{2}{3}(x-8)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2256,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2257,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2258,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2260,"$(0, 0)$",0,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2261,"$(0.4, 0.41)$",0.4,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2262,"$(0.4, 0.41)$",0.4,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2263,"$(0.4, 0.41)$",0.4,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2265,1,1,2,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2266,1,1,2,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2267,1,1,2,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2268,1,1,2,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2270,10,10,8,10.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2271,10,10,8,10.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2272,10,10,8,10.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2273,10,10,8,10.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2275,x^2 + y^2 = [NUM]^2,2,$x^{2}+y^{2}=49$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2276,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2277,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2278,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2280,x^2 + y^2 = [NUM]^2,2,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2281,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2282,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2283,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2285,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2286,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2287,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2288,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2290,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2291,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2292,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2293,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2295,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2296,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2297,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2298,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2300,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2301,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2302,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2303,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2305,10,10,6,7.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2306,10,10,6,7.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2307,10,10,6,7.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2308,10,10,6,7.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2310,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2311,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2312,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2313,"(5, 10)",5,"(-3,-3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2315,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2316,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2317,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2318,10,10,3,4.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2320,(x-h)^2 + (y-k)^2 = r^2,2,(x+3)^2+(y+3)^2=9,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2321,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2322,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2323,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2325,A,A,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2326,D,D,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2327,D,D,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2328,D,D,A,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2330,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2331,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2332,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2333,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2335,5,5,"(1,3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2336,5,5,"(1,3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2337,5,5,"(1,3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2338,5,5,"(1,3)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2340,10,10,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2341,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2342,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2343,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2345,10,10,7,8.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2346,10,10,7,8.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2347,10,10,7,8.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2348,10,10,7,8.0,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2350,x^2 + y^2 = 10,2,y=\sqrt{49-x^2},,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2351,y = x,y,y=\sqrt{49-x^2},,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2352,y = x,y,y=\sqrt{49-x^2},,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2353,y = x,y,y=\sqrt{49-x^2},,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2355,10,10,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2356,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2357,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2358,5,5,"(0,0)",,I+T_masked,,Plane Geometry,Analytic,Geo2D_collected
mv_2360,"[NUM, NUM]","[NUM,","Center $=(20,10)$",,I+T_masked,,Plane Geometry,Applied,Geo2D_collected
mv_2361,"$(10, 10)$",10,"Center $=(20,10)$",,I+T_masked,,Plane Geometry,Applied,Geo2D_collected
mv_2362,"$(10, 10)$",10,"Center $=(20,10)$",,I+T_masked,,Plane Geometry,Applied,Geo2D_collected
mv_2363,"$(10, 10)$",10,"Center $=(20,10)$",,I+T_masked,,Plane Geometry,Applied,Geo2D_collected
mv_2365,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",,I+T_masked,,Functions,Expression,Functions_collected
mv_2366,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",,I+T_masked,,Functions,Expression,Functions_collected
mv_2367,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",,I+T_masked,,Functions,Expression,Functions_collected
mv_2368,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",,I+T_masked,,Functions,Expression,Functions_collected
mv_2370,"[0.4, 0.0, 0.99, 0.99]",0.4,"(-\infty, 4]",,I+T_masked,,Functions,Property,Functions_collected
mv_2371,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",,I+T_masked,,Functions,Property,Functions_collected
mv_2372,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",,I+T_masked,,Functions,Property,Functions_collected
mv_2373,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",,I+T_masked,,Functions,Property,Functions_collected
mv_2375,A,A,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2376,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2377,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2378,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2380,A,A,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2381,A,A,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2382,A,A,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2383,A,A,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2385,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2386,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2387,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2388,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2390,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2391,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2392,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2393,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2395,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2396,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2397,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2398,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2400,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4, 0) and range: (-3, 1]",,I+T_masked,,Functions,Property,Functions_collected
mv_2401,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",,I+T_masked,,Functions,Property,Functions_collected
mv_2402,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",,I+T_masked,,Functions,Property,Functions_collected
mv_2403,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",,I+T_masked,,Functions,Property,Functions_collected
mv_2405,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",,I+T_masked,,Functions,Property,Functions_collected
mv_2406,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",,I+T_masked,,Functions,Property,Functions_collected
mv_2407,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",,I+T_masked,,Functions,Property,Functions_collected
mv_2408,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",,I+T_masked,,Functions,Property,Functions_collected
mv_2410,"[0.0, -10, 10, 10]",0.0,"domain: [-4,4] and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2411,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2412,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2413,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2415,"[0.0, -infinity, 1.0, infinity]",0.0,"domain: [-5,3) and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2416,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2417,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2418,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",,I+T_masked,,Functions,Property,Functions_collected
mv_2420,"[0.0, -infinity, 1.0, infinity]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2421,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2422,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2423,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2425,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_masked,,Functions,Property,Functions_collected
mv_2426,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_masked,,Functions,Property,Functions_collected
mv_2427,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_masked,,Functions,Property,Functions_collected
mv_2428,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",,I+T_masked,,Functions,Property,Functions_collected
mv_2430,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2431,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2432,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2433,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2435,3,3,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_masked,,Functions,Property,Functions_collected
mv_2436,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_masked,,Functions,Property,Functions_collected
mv_2437,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_masked,,Functions,Property,Functions_collected
mv_2438,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",,I+T_masked,,Functions,Property,Functions_collected
mv_2440,"[0.1, 0.1, 0.99, 0.99]",0.1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2441,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2442,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2443,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2445,1,1,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_masked,,Functions,Property,Functions_collected
mv_2446,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_masked,,Functions,Property,Functions_collected
mv_2447,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_masked,,Functions,Property,Functions_collected
mv_2448,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",,I+T_masked,,Functions,Property,Functions_collected
mv_2450,100,100,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2451,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2452,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2453,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",,I+T_masked,,Functions,Property,Functions_collected
mv_2455,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2456,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2457,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2458,B,B,A,,I+T_masked,,Functions,Property,Functions_collected
mv_2460,f(x) = 3x - 2,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2461,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2462,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2463,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2465,y = 5 - x,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2466,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2467,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2468,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",,I+T_masked,,Functions,Expression,Functions_collected
mv_2470,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,,I+T_masked,,Functions,Expression,Functions_collected
mv_2471,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,,I+T_masked,,Functions,Expression,Functions_collected
mv_2472,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,,I+T_masked,,Functions,Expression,Functions_collected
mv_2473,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,,I+T_masked,,Functions,Expression,Functions_collected
mv_2475,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2476,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2477,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2478,B,B,B,,I+T_masked,,Functions,Property,Functions_collected
mv_2480,y = 5x - 1,5,$-\frac{3}{2}x+3$,,I+T_masked,,Functions,Expression,Functions_collected
mv_2481,5x - 3,5,$-\frac{3}{2}x+3$,,I+T_masked,,Functions,Expression,Functions_collected
