item_id,image_path,question_text_original,answer_gold_diagram,choices_optional,roi_hint_optional,answer_gold_text_misleading,condition,question_text,gold_correct_by
mv_1815,data/mathverse_images/mv_1815.png,"A suspension bridge is being built. The top of the concrete tower is 35.5 metres above the bridge and the connection point for the main cable is 65.9 metres from the tower.

Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",74.85,,,89.82,I+T_masked,"A suspension bridge is being built. The top of the concrete tower is [NUM] metres above the bridge and the connection point for the main cable is [NUM] metres from the tower.

Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",diagram
mv_1816,data/mathverse_images/mv_1816.png,"Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",74.85,,,89.82,I+T_masked,"Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",diagram
mv_1817,data/mathverse_images/mv_1817.png,"If the length of the cable is h metres, find h to two decimal places.",74.85,,,89.82,I+T_masked,"If the length of the cable is h metres, find h to two decimal places.",diagram
mv_1818,data/mathverse_images/mv_1818.png,"Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",74.85,,,89.82,I+T_masked,"Assume that the concrete tower and the bridge are perpendicular to each other.

If the length of the cable is h metres, find h to two decimal places.",diagram
mv_1820,data/mathverse_images/mv_1820.png,"The airtraffic controller is communicating with a plane in flight approaching an airport for landing. The plane is 10369 metres above the ground and is still 23444 metres from the runway. If \theta ° is the angle at which the plane should approach, find \theta  to one decimal place.",23.9,,,28.68,I+T_masked,"The airtraffic controller is communicating with a plane in flight approaching an airport for landing. The plane is [NUM] metres above the ground and is still [NUM] metres from the runway. If \theta ° is the angle at which the plane should approach, find \theta  to one decimal place.",diagram
mv_1821,data/mathverse_images/mv_1821.png,Find \theta  to one decimal place.,23.9,,,28.68,I+T_masked,Find \theta  to one decimal place.,diagram
mv_1822,data/mathverse_images/mv_1822.png,Find \theta  to one decimal place.,23.9,,,28.68,I+T_masked,Find \theta  to one decimal place.,diagram
mv_1823,data/mathverse_images/mv_1823.png,Find \theta  to one decimal place.,23.9,,,28.68,I+T_masked,Find \theta  to one decimal place.,diagram
mv_1825,data/mathverse_images/mv_1825.png,"A ship is 27m away from the bottom of a cliff. A lighthouse is located at the top of the cliff. The ship's distance is 34m from the bottom of the lighthouse and 37m from the top of the lighthouse.
Hence find the height of the lighthouse to the nearest tenth of a metre.",4.6 m,,,None,I+T_masked,"A ship is [NUM]m away from the bottom of a cliff. A lighthouse is located at the top of the cliff. The ship's distance is [NUM]m from the bottom of the lighthouse and [NUM]m from the top of the lighthouse.
Hence find the height of the lighthouse to the nearest tenth of a metre.",diagram
mv_1826,data/mathverse_images/mv_1826.png,Find the height of the lighthouse to the nearest tenth of a metre.,4.6 m,,,None,I+T_masked,Find the height of the lighthouse to the nearest tenth of a metre.,diagram
mv_1827,data/mathverse_images/mv_1827.png,Find the height of the lighthouse to the nearest tenth of a metre.,4.6 m,,,None,I+T_masked,Find the height of the lighthouse to the nearest tenth of a metre.,diagram
mv_1828,data/mathverse_images/mv_1828.png,Find the height of the lighthouse to the nearest tenth of a metre.,4.6 m,,,None,I+T_masked,Find the height of the lighthouse to the nearest tenth of a metre.,diagram
mv_1830,data/mathverse_images/mv_1830.png,"Sand has an angle of friction of about 40°. This means once it gets over this it slides down the side of the sand pile. Mae is getting a delivery of sand to her home, but the area where the sand will be delivered is only 10.6 metres wide. If h metres is the maximum height of the sandpile, find h to one decimal place.",4.4,,,5.28,I+T_masked,"Sand has an angle of friction of about [NUM]°. This means once it gets over this it slides down the side of the sand pile. Mae is getting a delivery of sand to her home, but the area where the sand will be delivered is only [NUM] metres wide. If h metres is the maximum height of the sandpile, find h to one decimal place.",diagram
mv_1831,data/mathverse_images/mv_1831.png,Find h to one decimal place.,4.4,,,5.28,I+T_masked,Find h to one decimal place.,diagram
mv_1832,data/mathverse_images/mv_1832.png,Find h to one decimal place.,4.4,,,5.28,I+T_masked,Find h to one decimal place.,diagram
mv_1833,data/mathverse_images/mv_1833.png,Find h to one decimal place.,4.4,,,5.28,I+T_masked,Find h to one decimal place.,diagram
mv_1835,data/mathverse_images/mv_1835.png,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £37 per metre. the lengths of EF and CD are x metre and y metre.
At £37 per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",777,,,932,I+T_masked,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £[NUM] per metre. the lengths of EF and CD are x metre and y metre.
At £[NUM] per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",diagram
mv_1836,data/mathverse_images/mv_1836.png,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £37 per metre.
At £37 per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",777,,,932,I+T_masked,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £[NUM] per metre.
At £[NUM] per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",diagram
mv_1837,data/mathverse_images/mv_1837.png,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £37 per metre.
At £37 per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",777,,,932,I+T_masked,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £[NUM] per metre.
At £[NUM] per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",diagram
mv_1838,data/mathverse_images/mv_1838.png,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £37 per metre.
At £37 per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",777,,,932,I+T_masked,"A farmer wants to build a fence around the entire perimeter of his land, as shown in the diagram. The fencing costs £[NUM] per metre.
At £[NUM] per metre of fencing, how much will it cost him to build the fence along the entire perimeter of the land?",diagram
mv_1840,data/mathverse_images/mv_1840.png,"In a right angled triangle ABC, angle A is 30°, angle B is 60°, the length of AB is sqrt{3}, and the length of BC is h. Find the length of side h.",1,,,3.0,I+T_masked,"In a right angled triangle ABC, angle A is [NUM]°, angle B is [NUM]°, the length of AB is sqrt{[NUM]}, and the length of BC is h. Find the length of side h.",diagram
mv_1841,data/mathverse_images/mv_1841.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1842,data/mathverse_images/mv_1842.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1843,data/mathverse_images/mv_1843.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1845,data/mathverse_images/mv_1845.png,"In the right angled triangle, a marked right angled line has a length of 4 and a slanted line has a length of 4*sqrt{2}. Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",45^\circ,,,None,I+T_masked,"In the right angled triangle, a marked right angled line has a length of [NUM] and a slanted line has a length of [NUM]*sqrt{[NUM]}. Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1846,data/mathverse_images/mv_1846.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",45^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1847,data/mathverse_images/mv_1847.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",45^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1848,data/mathverse_images/mv_1848.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",45^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1850,data/mathverse_images/mv_1850.png,"In the right angled triangle, the marked angle is 60°, the marked right angled side has a length of 11, and the diagonal side has a length of w. Consider the adjacent figure:

Solve for the unknown w.",22,,,26,I+T_masked,"In the right angled triangle, the marked angle is [NUM]°, the marked right angled side has a length of [NUM], and the diagonal side has a length of w. Consider the adjacent figure:

Solve for the unknown w.",diagram
mv_1851,data/mathverse_images/mv_1851.png,"Consider the adjacent figure:

Solve for the unknown w.",22,,,26,I+T_masked,"Consider the adjacent figure:

Solve for the unknown w.",diagram
mv_1852,data/mathverse_images/mv_1852.png,"Consider the adjacent figure:

Solve for the unknown w.",22,,,26,I+T_masked,"Consider the adjacent figure:

Solve for the unknown w.",diagram
mv_1853,data/mathverse_images/mv_1853.png,"Consider the adjacent figure:

Solve for the unknown w.",22,,,26,I+T_masked,"Consider the adjacent figure:

Solve for the unknown w.",diagram
mv_1855,data/mathverse_images/mv_1855.png,"In the right angled triangle, the marked angle is \theta, the marked right angled side has a length of 12, and the diagonal side has a length of 8*sqrt{3}. Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",60^\circ,,,None,I+T_masked,"In the right angled triangle, the marked angle is \theta, the marked right angled side has a length of [NUM], and the diagonal side has a length of [NUM]*sqrt{[NUM]}. Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1856,data/mathverse_images/mv_1856.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",60^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1857,data/mathverse_images/mv_1857.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",60^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1858,data/mathverse_images/mv_1858.png,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",60^\circ,,,None,I+T_masked,"Consider the adjacent figure:

Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1860,data/mathverse_images/mv_1860.png,"In the right angled triangle, the marked angle is 30°, the marked right angled side has a length of 8.5, and the diagonal side has a length of P. Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"In the right angled triangle, the marked angle is [NUM]°, the marked right angled side has a length of [NUM], and the diagonal side has a length of P. Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1861,data/mathverse_images/mv_1861.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1862,data/mathverse_images/mv_1862.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1863,data/mathverse_images/mv_1863.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1865,data/mathverse_images/mv_1865.png,"In the right angled triangle, the marked angle is 30°, the marked right angled side has a length of x, and the diagonal side has a length of sqrt{10}. Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"In the right angled triangle, the marked angle is [NUM]°, the marked right angled side has a length of x, and the diagonal side has a length of sqrt{[NUM]}. Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1866,data/mathverse_images/mv_1866.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1867,data/mathverse_images/mv_1867.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1868,data/mathverse_images/mv_1868.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1870,data/mathverse_images/mv_1870.png,"In the right angled triangle, the marked angle is 45°, the lengths of the two right angled edges are 4*sqrt{3} and y respectively, and the diagonal side has a length of x. Consider the adjacent figure:


Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"In the right angled triangle, the marked angle is [NUM]°, the lengths of the two right angled edges are [NUM]*sqrt{[NUM]} and y respectively, and the diagonal side has a length of x. Consider the adjacent figure:


Solve for the exact value of x.",diagram
mv_1871,data/mathverse_images/mv_1871.png,"Consider the adjacent figure:


Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:


Solve for the exact value of x.",diagram
mv_1872,data/mathverse_images/mv_1872.png,"Consider the adjacent figure:


Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:


Solve for the exact value of x.",diagram
mv_1873,data/mathverse_images/mv_1873.png,"Consider the adjacent figure:


Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:


Solve for the exact value of x.",diagram
mv_1875,data/mathverse_images/mv_1875.png,"In this right-angled triangle, one of the acute angles measures 45^\circ, one leg measuring 4\sqrt{3}. Consider the adjacent figure:Solve for the exact value of y.",4\sqrt{3},,,None,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring [NUM]\sqrt{[NUM]}. Consider the adjacent figure:Solve for the exact value of y.",diagram
mv_1876,data/mathverse_images/mv_1876.png,Consider the adjacent figure:Solve for the exact value of y.,4\sqrt{3},,,None,I+T_masked,Consider the adjacent figure:Solve for the exact value of y.,diagram
mv_1877,data/mathverse_images/mv_1877.png,Consider the adjacent figure:Solve for the exact value of y.,4\sqrt{3},,,None,I+T_masked,Consider the adjacent figure:Solve for the exact value of y.,diagram
mv_1878,data/mathverse_images/mv_1878.png,Consider the adjacent figure:Solve for the exact value of y.,4\sqrt{3},,,None,I+T_masked,Consider the adjacent figure:Solve for the exact value of y.,diagram
mv_1880,data/mathverse_images/mv_1880.png,"In this right-angled triangle, one of the acute angles measures 60^\circ, the hypotenuse measures 9. Consider the adjacent figure:

Solve for the unknown a.",\frac{9\sqrt{3}}{2},,,None,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, the hypotenuse measures [NUM]. Consider the adjacent figure:

Solve for the unknown a.",diagram
mv_1881,data/mathverse_images/mv_1881.png,Solve for the unknown a.,\frac{9\sqrt{3}}{2},,,None,I+T_masked,Solve for the unknown a.,diagram
mv_1882,data/mathverse_images/mv_1882.png,Solve for the unknown a.,\frac{9\sqrt{3}}{2},,,None,I+T_masked,Solve for the unknown a.,diagram
mv_1883,data/mathverse_images/mv_1883.png,Solve for the unknown a.,\frac{9\sqrt{3}}{2},,,None,I+T_masked,Solve for the unknown a.,diagram
mv_1885,data/mathverse_images/mv_1885.png,"In this right-angled triangle, one of the acute angles measures 60^\circ, the hypotenuse measures 8\sqrt{5}. Consider the adjacent figure:Find the exact value of y.",4\sqrt{5},,,None,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, the hypotenuse measures [NUM]\sqrt{[NUM]}. Consider the adjacent figure:Find the exact value of y.",diagram
mv_1886,data/mathverse_images/mv_1886.png,Consider the adjacent figure:Find the exact value of y.,4\sqrt{5},,,None,I+T_masked,Consider the adjacent figure:Find the exact value of y.,diagram
mv_1887,data/mathverse_images/mv_1887.png,Consider the adjacent figure:Find the exact value of y.,4\sqrt{5},,,None,I+T_masked,Consider the adjacent figure:Find the exact value of y.,diagram
mv_1888,data/mathverse_images/mv_1888.png,Consider the adjacent figure:Find the exact value of y.,4\sqrt{5},,,None,I+T_masked,Consider the adjacent figure:Find the exact value of y.,diagram
mv_1890,data/mathverse_images/mv_1890.png,"A right trapezoid, with one of its base angles measuring 30^\circ, has an adjacent leg length of 8 to this angle. The length of the shorter base of the trapezoid is 4. Find t.",4+4\sqrt{3},,,None,I+T_masked,"A right trapezoid, with one of its base angles measuring [NUM]^\circ, has an adjacent leg length of [NUM] to this angle. The length of the shorter base of the trapezoid is [NUM]. Find t.",diagram
mv_1891,data/mathverse_images/mv_1891.png,Find t.,4+4\sqrt{3},,,None,I+T_masked,Find t.,diagram
mv_1892,data/mathverse_images/mv_1892.png,Find t.,4+4\sqrt{3},,,None,I+T_masked,Find t.,diagram
mv_1893,data/mathverse_images/mv_1893.png,Find t.,4+4\sqrt{3},,,None,I+T_masked,Find t.,diagram
mv_1895,data/mathverse_images/mv_1895.png,"In this right-angled triangle, one of the acute angles measures 60^\circ, one leg measuring \sqrt{3}. Find the length of side h.",1,,,3.0,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring \sqrt{[NUM]}. Find the length of side h.",diagram
mv_1896,data/mathverse_images/mv_1896.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1897,data/mathverse_images/mv_1897.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1898,data/mathverse_images/mv_1898.png,Find the length of side h.,1,,,3.0,I+T_masked,Find the length of side h.,diagram
mv_1900,data/mathverse_images/mv_1900.png,"In this right-angled triangle, one of the acute angles measures 60^\circ, one leg measuring 11. Solve for the unknown w.",22,,,26,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring [NUM]. Solve for the unknown w.",diagram
mv_1901,data/mathverse_images/mv_1901.png,Solve for the unknown w.,22,,,26,I+T_masked,Solve for the unknown w.,diagram
mv_1902,data/mathverse_images/mv_1902.png,Solve for the unknown w.,22,,,26,I+T_masked,Solve for the unknown w.,diagram
mv_1903,data/mathverse_images/mv_1903.png,Solve for the unknown w.,22,,,26,I+T_masked,Solve for the unknown w.,diagram
mv_1905,data/mathverse_images/mv_1905.png,"In this right-angled triangle, one leg measuring 12, the hypotenuse measures 8\sqrt{3}. Solve for the unknown \theta . Leave your answer in degrees.",60^\circ,,,None,I+T_masked,"In this right-angled triangle, one leg measuring [NUM], the hypotenuse measures [NUM]\sqrt{[NUM]}. Solve for the unknown \theta . Leave your answer in degrees.",diagram
mv_1906,data/mathverse_images/mv_1906.png,Solve for the unknown \theta . Leave your answer in degrees.,60^\circ,,,None,I+T_masked,Solve for the unknown \theta . Leave your answer in degrees.,diagram
mv_1907,data/mathverse_images/mv_1907.png,Solve for the unknown \theta . Leave your answer in degrees.,60^\circ,,,None,I+T_masked,Solve for the unknown \theta . Leave your answer in degrees.,diagram
mv_1908,data/mathverse_images/mv_1908.png,Solve for the unknown \theta . Leave your answer in degrees.,60^\circ,,,None,I+T_masked,Solve for the unknown \theta . Leave your answer in degrees.,diagram
mv_1910,data/mathverse_images/mv_1910.png,"In this right-angled triangle, one of the acute angles measures 60^\circ, one leg measuring \sqrt{3}. Find the length of side x, leaving your answer as an exact value.",2,,,4.0,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring \sqrt{[NUM]}. Find the length of side x, leaving your answer as an exact value.",diagram
mv_1911,data/mathverse_images/mv_1911.png,"Find the length of side x, leaving your answer as an exact value.",2,,,4.0,I+T_masked,"Find the length of side x, leaving your answer as an exact value.",diagram
mv_1912,data/mathverse_images/mv_1912.png,"Find the length of side x, leaving your answer as an exact value.",2,,,4.0,I+T_masked,"Find the length of side x, leaving your answer as an exact value.",diagram
mv_1913,data/mathverse_images/mv_1913.png,"Find the length of side x, leaving your answer as an exact value.",2,,,4.0,I+T_masked,"Find the length of side x, leaving your answer as an exact value.",diagram
mv_1915,data/mathverse_images/mv_1915.png,"In this right-angled triangle, one of the acute angles measures 30^\circ, one leg measuring 8.5. Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring [NUM]. Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1916,data/mathverse_images/mv_1916.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1917,data/mathverse_images/mv_1917.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1918,data/mathverse_images/mv_1918.png,"Consider the adjacent figure:

Solve for the unknown P.",17,,,20,I+T_masked,"Consider the adjacent figure:

Solve for the unknown P.",diagram
mv_1920,data/mathverse_images/mv_1920.png,"In this right-angled triangle, one of the acute angles measures 30^\circ, one leg measuring \sqrt{10}.Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring \sqrt{[NUM]}.Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1921,data/mathverse_images/mv_1921.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1922,data/mathverse_images/mv_1922.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1923,data/mathverse_images/mv_1923.png,"Consider the adjacent figure:

Solve for the exact value of x.",\frac{\sqrt{30}}{2},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1925,data/mathverse_images/mv_1925.png,"In this right-angled triangle, one of the acute angles measures 45^\circ, one leg measuring 4\sqrt{3}. Consider the adjacent figure:

Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"In this right-angled triangle, one of the acute angles measures [NUM]^\circ, one leg measuring [NUM]\sqrt{[NUM]}. Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1926,data/mathverse_images/mv_1926.png,"Consider the adjacent figure:

Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1927,data/mathverse_images/mv_1927.png,"Consider the adjacent figure:

Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1928,data/mathverse_images/mv_1928.png,"Consider the adjacent figure:

Solve for the exact value of x.",4\sqrt{6},,,None,I+T_masked,"Consider the adjacent figure:

Solve for the exact value of x.",diagram
mv_1930,data/mathverse_images/mv_1930.png,"A circle with a radius of $8 \mathrm{~cm}$. Find the circumference of the circle shown, correct to two decimal places.",Circumference $=50.27 \mathrm{~cm}$,,,None,I+T_masked,"A circle with a radius of $[NUM] \mathrm{~cm}$. Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1931,data/mathverse_images/mv_1931.png,"Find the circumference of the circle shown, correct to two decimal places.",Circumference $=50.27 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1932,data/mathverse_images/mv_1932.png,"Find the circumference of the circle shown, correct to two decimal places.",Circumference $=50.27 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1933,data/mathverse_images/mv_1933.png,"Find the circumference of the circle shown, correct to two decimal places.",Circumference $=50.27 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1935,data/mathverse_images/mv_1935.png,"A circle with a radius of $18 \mathrm{~cm}$. Find the circumference of the circle shown, correct to one decimal place.",Circumference $=113.1 \mathrm{~cm}$,,,None,I+T_masked,"A circle with a radius of $[NUM] \mathrm{~cm}$. Find the circumference of the circle shown, correct to one decimal place.",diagram
mv_1936,data/mathverse_images/mv_1936.png,"Find the circumference of the circle shown, correct to one decimal place.",Circumference $=113.1 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to one decimal place.",diagram
mv_1937,data/mathverse_images/mv_1937.png,"Find the circumference of the circle shown, correct to one decimal place.",Circumference $=113.1 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to one decimal place.",diagram
mv_1938,data/mathverse_images/mv_1938.png,"Find the circumference of the circle shown, correct to one decimal place.",Circumference $=113.1 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to one decimal place.",diagram
mv_1940,data/mathverse_images/mv_1940.png,"A circle with a diameter of $13 \mathrm{~cm}$. Find the circumference of the circle shown, correct to two decimal places.",$C=40.84 \mathrm{~cm}$,,,None,I+T_masked,"A circle with a diameter of $[NUM] \mathrm{~cm}$. Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1941,data/mathverse_images/mv_1941.png,"Find the circumference of the circle shown, correct to two decimal places.",$C=40.84 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1942,data/mathverse_images/mv_1942.png,"Find the circumference of the circle shown, correct to two decimal places.",$C=40.84 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1943,data/mathverse_images/mv_1943.png,"Find the circumference of the circle shown, correct to two decimal places.",$C=40.84 \mathrm{~cm}$,,,None,I+T_masked,"Find the circumference of the circle shown, correct to two decimal places.",diagram
mv_1945,data/mathverse_images/mv_1945.png,"A circle with a circumference of $44 \mathrm{~cm}$. Consider the circle below.

What is the radius $r$ of the circle?

Round your answer to two decimal places.",$$r=7.00$$,,,None,I+T_masked,"A circle with a circumference of $[NUM] \mathrm{~cm}$. Consider the circle below.

What is the radius $r$ of the circle?

Round your answer to two decimal places.",diagram
mv_1946,data/mathverse_images/mv_1946.png,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",$$r=7.00$$,,,None,I+T_masked,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",diagram
mv_1947,data/mathverse_images/mv_1947.png,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",$$r=7.00$$,,,None,I+T_masked,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",diagram
mv_1948,data/mathverse_images/mv_1948.png,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",$$r=7.00$$,,,None,I+T_masked,"What is the radius $r$ of the circle?

Round your answer to two decimal places.",diagram
mv_1950,data/mathverse_images/mv_1950.png,"A circle with a circumference of $42 \mathrm{~cm}$. Consider the circle below.

What is the diameter $D$ of the circle?

Round your answer to two decimal places.",$D=13.37$,,,None,I+T_masked,"A circle with a circumference of $[NUM] \mathrm{~cm}$. Consider the circle below.

What is the diameter $D$ of the circle?

Round your answer to two decimal places.",diagram
mv_1951,data/mathverse_images/mv_1951.png,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",$D=13.37$,,,None,I+T_masked,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",diagram
mv_1952,data/mathverse_images/mv_1952.png,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",$D=13.37$,,,None,I+T_masked,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",diagram
mv_1953,data/mathverse_images/mv_1953.png,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",$D=13.37$,,,None,I+T_masked,"What is the diameter $D$ of the circle?

Round your answer to two decimal places.",diagram
mv_1955,data/mathverse_images/mv_1955.png,"The radius of a quarter circle is $10 \mathrm{~mm}$. Calculate the total perimeter of the following figure, correct to one decimal place.",Perimeter $=35.7 \mathrm{~mm}$,,,None,I+T_masked,"The radius of a quarter circle is $[NUM] \mathrm{~mm}$. Calculate the total perimeter of the following figure, correct to one decimal place.",diagram
mv_1956,data/mathverse_images/mv_1956.png,"Calculate the total perimeter of the following figure, correct to one decimal place.",Perimeter $=35.7 \mathrm{~mm}$,,,None,I+T_masked,"Calculate the total perimeter of the following figure, correct to one decimal place.",diagram
mv_1957,data/mathverse_images/mv_1957.png,"Calculate the total perimeter of the following figure, correct to one decimal place.",Perimeter $=35.7 \mathrm{~mm}$,,,None,I+T_masked,"Calculate the total perimeter of the following figure, correct to one decimal place.",diagram
